,freq,redchi,norm,width
0,1.0471285480508996,2.7517479674796745,0.0,0.104713
1,1.0587608285836607,2.7517479674796745,0.0,0.105876
2,1.070522329115862,2.7517479674796745,0.0,0.107052
3,1.0824144851190958,2.7517479674796745,0.0,0.108241
4,1.0944387480112365,2.7517479674796745,0.0,0.109444
5,1.1065965853335857,2.7517479674796745,0.0,0.11066
6,1.1188894809299823,2.7517479674796745,0.0,0.111889
7,1.1313189351279025,2.7517479674796745,0.0,0.113132
8,1.1438864649215728,2.7517479674796745,0.0,0.114389
9,1.1565936041571172,2.7517479674796745,0.0,0.115659
10,1.1694419037197599,2.7517479674796745,0.0,0.116944
11,1.1824329317231081,2.7517479674796745,0.0,0.118243
12,1.1955682737005384,2.7517479674796745,0.0,0.119557
13,1.2088495327987077,2.7517479674796745,0.0,0.120885
14,1.2222783299732152,2.7517479674796745,0.0,0.122228
15,1.2358563041864368,2.7517479674796745,0.0,0.123586
16,1.2495851126075586,2.7517479674796745,0.0,0.124959
17,1.2634664308148307,2.7517479674796745,0.0,0.126347
18,1.2775019530000689,2.7517479674796745,0.0,0.12775
19,1.2916933921754286,2.7517479674796745,0.0,0.129169
20,1.3060424803824748,2.7517479674796745,0.0,0.130604
21,1.3205509689035746,2.7517479674796745,0.0,0.132055
22,1.3352206284756383,2.7517479674796745,0.0,0.133522
23,1.3500532495062354,2.7517479674796745,0.0,0.135005
24,1.3650506422921107,2.7517479674796745,0.0,0.136505
25,1.3802146372401272,2.7517479674796745,0.0,0.138021
26,1.3955470850906657,2.7517479674796745,0.0,0.139555
27,1.4110498571435033,2.7517479674796745,0.0,0.141105
28,1.4267248454862032,2.7517479674796745,0.0,0.142672
29,1.4425739632250398,2.7517479674796745,0.0,0.144257
30,1.4585991447184923,2.7517479674796745,0.0,0.14586
31,1.474802345813327,2.7517479674796745,0.0,0.14748
32,1.491185544083308,2.7517479674796745,0.0,0.149119
33,1.5077507390705542,2.7517479674796745,0.0,0.150775
34,1.5244999525295826,2.7517479674796745,0.0,0.15245
35,1.5414352286740576,2.7517479674796745,0.0,0.154144
36,1.5585586344262863,2.7517479674796745,0.0,0.155856
37,1.5758722596694812,2.7517479674796745,0.0,0.157587
38,1.593378217502827,2.7517479674796745,0.0,0.159338
39,1.6110786444993823,2.7517479674796745,0.0,0.161108
40,1.6289757009668435,2.7517479674796745,0.0,0.162898
41,1.6470715712112072,2.7517479674796745,0.0,0.164707
42,1.6653684638033603,2.7517479674796745,0.0,0.166537
43,1.6838686118486341,2.7517479674796745,0.0,0.168387
44,1.70257427325935,2.7517479674796745,0.0,0.170257
45,1.7214877310303935,2.7517479674796745,0.0,0.172149
46,1.7406112935178513,2.7517479674796745,0.0,0.174061
47,1.7599472947207409,2.7517479674796745,0.0,0.175995
48,1.779498094565872,2.7517479674796745,0.0,0.17795
49,1.7992660791958721,2.7517479674796745,0.0,0.179927
50,1.81925366126041,2.7517479674796745,0.0,0.181925
51,1.839463280210657,2.7517479674796745,0.0,0.183946
52,1.8598974025970172,2.7517479674796745,0.0,0.18599
53,1.8805585223701655,2.7517479674796745,0.0,0.188056
54,1.901449161185431,2.7517479674796745,0.0,0.190145
55,1.9225718687105604,2.7517479674796745,0.0,0.192257
56,1.9439292229369007,2.7517479674796745,0.0,0.194393
57,1.9655238304940383,2.7517479674796745,0.0,0.196552
58,1.9873583269679354,2.7517479674796745,0.0,0.198736
59,2.0094353772225966,2.7517479674796745,0.0,0.200944
60,2.031757675725313,2.7517479674796745,0.0,0.203176
61,2.0543279468755165,2.7517479674796745,0.0,0.205433
62,2.077148945337289,2.7517479674796745,0.0,0.207715
63,2.100223456375563,2.7517479674796745,0.0,0.210022
64,2.123554296196061,2.7517479674796745,0.0,0.212355
65,2.147144312289006,2.7517479674796745,0.0,0.214714
66,2.1709963837766555,2.7517479674796745,0.0,0.2171
67,2.1951134217646913,2.7517479674796745,0.0,0.219511
68,2.219498369697517,2.7517479674796745,0.0,0.22195
69,2.244154203717499,2.7517479674796745,0.0,0.224415
70,2.269083933028201,2.7517479674796745,0.0,0.226908
71,2.2942906002616517,2.7517479674796745,0.0,0.229429
72,2.3197772818496922,2.7517479674796745,0.0,0.231978
73,2.3455470883994516,2.7517479674796745,0.0,0.234555
74,2.371603165072989,2.7517479674796745,0.0,0.23716
75,2.397948691971156,2.7517479674796745,0.0,0.239795
76,2.424586884521724,2.7517479674796745,0.0,0.242459
77,2.45152099387182,2.7517479674796745,0.0,0.245152
78,2.478754307284725,2.7517479674796745,0.0,0.247875
79,2.50629014854108,2.7517479674796745,0.0,0.250629
80,2.5341318783445423,2.7516260162601625,1.71864e-05,0.269053
81,2.5622828947319634,2.747926829268293,6.28221e-05,0.233475
